"iata","name","country_iso","city","elevation_ft","latitude_deg","longitude_deg"
"CID","Cedar Rapids","US","Cedar Rapids",869.0,41.8847,-91.7108
"CIE","Collie, WA","AU","Collie",818.0,-33.3667,116.217
"CIG","Moffat, CO","US","Craig",6193.0,40.4952,-107.522
"CIJ","E. Beltram","BO","Cobija",889.0,-11.0404,-68.783
"CIK","Chalkyitsik, AK","US","Chalkyitsik",544.0,66.645,-143.74
"CIL","Melsing Creek, AK","US","Council",85.0,64.8979,-163.703
"CIM","Cimitarra, ST","CO","Cimitarra",740.0,6.36748,-73.9707
"CIN","Carroll, IA","US","Carroll",1204.0,42.0462,-94.789
"CIO","MCAL Lopez","PY","Concepcion",253.0,-23.4424,-57.4273
"CIP","Chipata","ZM","Chipata",3360.0,-13.5583,32.5872
"CIQ","Chiquimula","GT","Chiquimula",1484.0,14.8309,-89.5209
"CIR","Cairo, IL","US","Cairo",321.0,37.0645,-89.2196
"CIS","Canton Island","KI","Abariringa",9.0,-2.76812,-171.71
"CIT","Chimkent","KZ","Shymkent",1385.0,42.3642,69.4789
"CIU","Sault Ste Marie","US","Sault Ste Marie",800.0,46.2508,-84.4724
"CIV","Chomley, AK","US","Chomley",0.0,55.217,-132.21
"CIW","Canouan, Canouan Island","VC","Canouan",11.0,12.699,-61.3424
"CIX","Cornel Ruiz","PE","Chiclayo",97.0,-6.78748,-79.8281
"CIY","Comiso","IT","Comiso",623.0,36.9946,14.6072
"CIZ","Coari, AM","BR","Coari",131.0,-4.13406,-63.1326
"CJA","General FAP Armando Revo","PE","Cajamarca",8781.0,-7.13918,-78.4894
"CJB","Peelamedu","IN","Coimbatore",1324.0,11.03,77.0434
"CJC","El Loa","CL","Calama",7543.0,-22.4982,-68.9036
"CJH","Chilko Lake, BC","CA","Chilko Lake",3850.0,51.6258,-124.144
"CJJ","Cheong Ju City","KR","Cheongju",191.0,36.717,127.499
"CJL","Chitral","PK","Chitral",4920.0,35.8862,71.7999
"CJM","Chumphon","TH","Chumphon",18.0,10.7112,99.3617
"CJN","El Cajon, CA","ID","Cijulang",16.0,-7.71989,108.489
"CJS","Abraham Gonzalez Int","MX","Ciudad Juarez",3904.0,31.6361,-106.429
"CJU","Cheju","KR","Cheju",118.0,33.5121,126.493
"CKA","Kegelman AB, OK","US","Cherokee",1202.0,36.7343,-98.1235
"CKB","Benedum, WV","US","Clarksburg",1217.0,39.2966,-80.2281
"CKC","Cherkassy","UA","Cherkasy",375.0,49.4156,31.9953
"CKD","Crooked Creek, AL","US","Crooked Creek",178.0,61.8679,-158.135
"CKE","Clear Lake, CA","US","Lakeport",1379.0,38.9906,-122.901
"CKG","Chongqing","CN","Chongqing",1365.0,29.7123,106.652
"CKH","Chokurdakh","RU","Chokurdah",151.0,70.6231,147.902
"CKI","Crocker Island, NT","AU","",16.0,-11.165,132.483
"CKK","Cherokee, AR","US","Ash Flat",716.0,36.2649,-91.5626
"CKL","Chkalovsky","RU","Moscow",499.0,55.8783,38.0617
"CKM","Fletcher Field, MS","US","Clarksdale",173.0,34.2997,-90.5123
"CKN","Municipal, MN","US","Crookston",899.0,47.8417,-96.6216
"CKO","Cornelio Procopio, PR","BR","Cornélio Procópio",1854.0,-23.1525,-50.6025
"CKR","Crane Island, WA","US","Crane Island",108.0,48.5978,-122.998
"CKS","Carajas, PA","BR","Parauapebas",2064.0,-6.11784,-50.0034
"CKT","Sarakhs, Khorasan","IR","Sarakhs",945.0,36.5012,61.0649
"CKU","City, AK","US","Cordova",12.0,60.5439,-145.727
"CKV","Outlaw Field, TN","US","Clarksville",550.0,36.6219,-87.415
"CKX","Chicken, AK","US","Chicken",1640.0,64.0713,-141.952
"CKY","Conakry","GN","Conakry",72.0,9.57689,-13.612
"CKZ","Canakkale","TR","Çanakkale",23.0,40.1377,26.4268
"CLA","Comilla","BD","Comilla",25.0,23.4372,91.1897
"CLD","Carlsbad, CA","US","Carlsbad",331.0,33.1283,-117.28
"CLE","Cleveland","US","Cleveland",791.0,41.4117,-81.8498
"CLG","Coalinga, CA","US","Coalinga",622.0,36.1631,-120.294
"CLH","Coolah, NS","AU","",504.0,-31.7739,149.615
"CLI","Clintonville, WI","US","Clintonville",822.0,44.6138,-88.7313
"CLJ","Cluj","RO","Cluj",1039.0,46.7852,23.6862
"CLK","Municipal, OK","US","Clinton",1616.0,35.5383,-98.9327
"CLL","College Station","US","College Station",320.0,30.5886,-96.3638
"CLM","Port Angeles","US","Port Angeles",291.0,48.1202,-123.5
"CLN","Carolina, MA","BR","Carolina",565.0,-7.32044,-47.4587
"CLO","Cali","CO","Cali",3162.0,3.54322,-76.3816
"CLP","Clarks Point, AK","US","Clarks Point",80.0,58.8337,-158.529
"CLQ","Colima","MX","Colima",2467.0,19.277,-103.577
"CLR","Calipatria, CA","US","Calipatria",-182.0,33.1315,-115.521
"CLS","Centralia, WA","US","Chehalis",176.0,46.677,-122.983
"CLT","Charlotte","US","Charlotte",748.0,35.214,-80.9431
"CLU","Municipal, IN","US","Columbus",656.0,39.2624,-85.8956
"CLV","Caldas Novas, GO","BR","Caldas Novas",2307.0,-17.7251,-48.6063
"CLW","Executive, FL","US","Clearwater",71.0,27.9767,-82.7587
"CLX","Clorinda, FO","AR","Clorinda",206.0,-25.3036,-57.7344
"CLY","Calvi","FR","Calvi",209.0,42.5244,8.79306
"CLZ","Calabozo, GU","VE","Guarico",328.0,8.92466,-67.4171
"CMA","Cunnamulla, QL","AU","",630.0,-28.03,145.622
"CMB","Colombo","LK","Colombo",30.0,7.18076,79.8841
"CMC","Camocim, CE","BR","Camocim",16.0,-2.8956,-40.8593
"CMD","Cootamundra, NS","AU","",1110.0,-34.6243,148.037
"CME","Ciudad del Carmen","MX","Ciudad del Carmen",10.0,18.6537,-91.799
"CMF","Chambery","FR","Chambery",779.0,45.6381,5.88023
"CMG","Int'l, MS","BR","Corumba",463.0,-19.0119,-57.6728
"CMH","Portcolumbus","US","Columbus",815.0,39.998,-82.8919
"CMI","Champaign","US","Champaign",755.0,40.0398,-88.2763
"CMJ","Chi Mei","TW","Qimei",63.0,23.2131,119.418
"CMK","Club Makokola","MW","Club Makokola",1587.0,-14.3065,35.1315
"CML","Camooweal, QL","AU","",241.0,-19.9117,138.125
"CMM","Carmelita","GT","Carmelita",753.0,17.4612,-90.0537
"CMN","Casablanca","MA","Casablanca",656.0,33.3675,-7.58997
"CMO","Obbia","SO","Hobyo",65.0,5.358,48.5153
"CMQ","Clermont, QL","AU","",908.0,-22.7731,147.621
"CMR","Colmar","FR","Colmar",628.0,48.1099,7.35901
"CMS","Scusciuban","SO","Iskushuban",1121.0,10.3,50.233
"CMT","Cameta, PA","BR","Cametá",60.0,-2.2468,-49.56
"CMU","Chimbu","PG","Kundiawa",4974.0,-6.02429,144.971
"CMV","Coromandel","NZ","",10.0,-36.7917,175.509
"CMW","CAMAGUE","CU","CAMAGUE",413.0,21.4203,-77.8475
"CMX","Hancock","US","Hancock",1095.0,47.1684,-88.4891
"CMY","Camp McCoy AAF, WI","US","Sparta",837.0,43.9583,-90.7379
"CMZ","Caia","MZ","Caia",156.0,-17.8331,35.3341
"CNA","Cananea","MX","Cananea",4921.0,31.0662,-110.098
"CNB","Coonamble, NS","AU","",604.0,-30.9809,148.378
"CNC","Coconut Island, QL","AU","",3.0,-10.05,143.07
"CND","Constanta","RO","Constanta",353.0,44.3622,28.4883
"CNE","Canon City, CO","US","Penrose",5439.0,38.4285,-105.106
"CNF","Belo Horizonte","BR","Belo Horizonte",2721.0,-19.6357,-43.9669
"CNG","Cognac","FR","Cognac",102.0,45.6583,-0.3175
"CNH","Municipal, NH","US","Claremont",545.0,43.3704,-72.3687
"CNI","Shanghai","CN","Changhai, Dalian",80.0,39.2667,122.667
"CNJ","Cloncurry, QL","AU","Cloncurry",616.0,-20.6686,140.504
"CNK","Blosser Municipal, KS","US","Concordia",1486.0,39.5493,-97.6523
"CNL","Sindal","DK","Sindal",92.0,57.5035,10.2294
"CNM","Cavern City Air Terminal,","US","Carlsbad",3295.0,32.3375,-104.263
"CNN","Neriugri","IN","Chulman",330.0,11.9186,75.5472
"CNO","Chino, CA","US","Chino",650.0,33.9747,-117.637
"CNP","Constable Pynt","GL","Nerlerit Inaat",45.0,70.7431,-22.6505
"CNQ","Camba Punta, CR","AR","Corrientes",202.0,-27.4455,-58.7619
"CNR","Chanaral","CL","Chañaral",97.0,-26.3325,-70.6073
"CNS","Cairns","AU","Cairns",10.0,-16.8858,145.755
"CNT","Charata, CH","AR","Charata",318.0,-27.2164,-61.2103
"CNU","Martin Johnson, KS","US","Chanute",1002.0,37.6682,-95.4867
"CNV","Canavieiras, BA","BR","Canavieiras",19.0,-15.667,-38.9547
"CNW","James Connally, TX","US","Waco",470.0,31.6411,-97.0733
"CNX","Chiang Mai","TH","Chiang Mai",1036.0,18.7668,98.9626
"CNY","Canyonlands Field, UT","US","Moab",4557.0,38.755,-109.755
"CNZ","Cangamba","AO","Cangamba",3894.0,-13.7106,19.8611
"COA","Columbia, CA","US","Columbia",2118.0,38.0304,-120.415
"COC","Commodore Pierrest Egui,","AR","Concordia",112.0,-31.2969,-57.9966
"COD","Cody/Yellowstone","US","Cody/Yellowstone",5102.0,44.5202,-109.024
"COE","Coeur d'Alene, ID","US","Coeur d'Alene",2320.0,47.7743,-116.82
"COF","Patrick AFB, FL","US","Cocoa Beach",8.0,28.2349,-80.6101
"COG","Mandinga, CH","CO","Condoto",213.0,5.07201,-76.6764
"COH","Cooch-Behar","IN","Cooch Behar",138.0,26.3305,89.4672
"COI","Merritt Island, FL","US","Cocoa",6.0,28.3416,-80.6855
"COJ","Coonabarabran, NS","AU","",2117.0,-31.3325,149.267
"COK","Cochin","IN","Kochi",30.0,10.152,76.4019
"COL","Coll Island","GB","Coll Island",21.0,56.6019,-6.61778
"COM","Coleman, TX","US","Coleman",1697.0,31.8411,-99.4036
"CON","Concord, NH","US","Concord",342.0,43.2027,-71.5023
"COO","Cotonou","BJ","Cotonou",19.0,6.35723,2.38435
"COP","Cooperstown, NY","US","Cooperstown",1260.0,42.6296,-74.8904
"COQ","Carlton County, MN","MN","Cloquet",2457.0,48.1357,114.646
"COR","Cordoba","AR","Cordoba",1604.0,-31.3236,-64.208
"COS","Colorado Springs","US","Colorado Springs",6187.0,38.8058,-104.701
"COT","Municipal, TX","US","Cotulla",474.0,28.4567,-99.2203
"COU","Columbia","US","Columbia",889.0,38.8181,-92.2196
"COW","Punta Tortuga","CL","Coquimbo",656.0,-30.1989,-71.2469
"COY","Coolawanyah, WA","AU","Coolawanyah Station",1195.0,-21.7946,117.755
"COZ","Constanza","DO","Costanza",3952.0,18.9075,-70.7219
"CPA","A. Tubman","LR","Cape Palmas",20.0,4.37902,-7.69695
"CPB","Capurgana, CH","CO","Capurganá",49.0,8.63217,-77.3503
"CPC","Chapelco,","AR","San Martin de los An",2569.0,-40.0754,-71.1373
"CPD","Coober Pedy, SA","AU","Coober Pedy",740.0,-29.0383,134.722
"CPE","Int'l","MX","Campeche",34.0,19.8168,-90.5003
"CPF","Ngloram","ID","Cepu",131.0,-7.19484,111.548
"CPG","Carmen de Patagones, BA","AR","Carmen de Patagones",131.0,-40.7781,-62.9803
"CPH","Copenhagen","DK","Copenhagen",17.0,55.6179,12.656
"CPI","Cape Orford","PG","",20.0,-5.44833,152.082
"CPL","Chaparral, TO","CO","Chaparral",2730.0,3.72429,-75.4658
"CPM","Compton, CA","US","Compton",97.0,33.89,-118.244
"CPN","Cape Rodney","PG","Cape Rodney",22.0,-10.1798,148.379
"CPO","Chamonate","CL","Copiapo",670.0,-27.2612,-70.7792
"CPR","CASPER","US","Casper",5350.0,42.908,-106.464
"CPS","Saint Louis Downtown (Bi S","US","Cahokia",413.0,38.5707,-90.1562
"CPT","Cape Town","ZA","Cape Town",151.0,-33.9648,18.6017
"CPU","Cururupu, MA","BR","Cururupu",39.0,-1.82001,-44.8641
"CPV","Campinas","BR","Campinas",1646.0,-7.26966,-35.8961
"CPX","Culebra","PR","Culebra",49.0,18.313,-65.3039
"CQA","Canarana, MT","BR","Canarana",1314.0,-13.5744,-52.2706
"CQF","Calais","FR","Calais",12.0,50.9621,1.95476
"CQP","Cape Flattery, QL","AU","",3609.0,-14.9708,145.312
"CQS","Costa Marques, RO","BR","Costa Marques",555.0,-12.4211,-64.2516
"CQT","Caquetani","CO","Caquetania",900.0,2.03333,-74.2167
"CRA","Craiova","RO","Craiova",626.0,44.3181,23.8886
"CRB","Collarenabri, NS","AU","",152.0,-29.5232,148.578
"CRC","Santana, VC","CO","Cartago",2979.0,4.75818,-75.9557
"CRD","Comodoro Rivadavia","AR","Comodoro Rivadavia",189.0,-45.7853,-67.4655
"CRE","Grand Strand, SC","US","Myrtle Beach",32.0,33.8117,-78.7239
"CRF","Carnot","CF","Carnot",1985.0,4.937,15.894
"CRG","Craig Municipal, FL","US","Jacksonville",41.0,30.3363,-81.5144
"CRH","Cherribah, QL","AU","Cherrabah Homestead Resort",2228.0,-28.4301,152.089
"CRI","Colonel Hill, Crooked Island","BS","Colonel Hill",5.0,22.7456,-74.1824
"CRK","Clark Air Base, PM","PH","Mabalacat",484.0,15.186,120.56
"CRL","Charleroi","BE","Charleroi",614.0,50.4592,4.45382
"CRM","National, NS","PH","Catarman",6.0,12.5016,124.635
"CRO","Corcoran, CA","US","Corcoran",197.0,36.1025,-119.595
"CRP","Corpus Christi","US","Corpus Christi",44.0,27.7704,-97.5012
"CRQ","Caravelas, BA","BR","Caravelas",36.0,-17.6523,-39.2531
"CRR","Ceres, SF","AR","Ceres",285.0,-29.8723,-61.9279
"CRS","Corsicana, TX","US","Corsicana",449.0,32.0281,-96.4006
"CRT","Municipal, AR","US","Crossett",184.0,33.1783,-91.8802
"CRU","Carriacou","GD","Carriacou",5.0,12.4761,-61.4728
"CRV","Crotone","IT","Crotone",522.0,38.9972,17.0802
"CRW","Charleston","US","Charleston",981.0,38.3731,-81.5932
"CRX","Roscoe Turner, MS","US","Corinth",425.0,34.915,-88.6035
"CRZ","Chardzhev","TM","Türkmenabat",649.0,38.9307,63.564
"CSA","Colonsay Island","GB","Colonsay",44.0,56.0575,-6.24306
"CSB","Caransebes","RO","Caransebes",866.0,45.42,22.2533
"CSC","Canas","CR","Cañas",87.0,10.4307,-85.1746
"CSE","Crested Butte, CO","US","Crested Butte",8980.0,38.8519,-106.928
"CSF","Creil","FR","Creil",291.0,49.2535,2.51914
"CSI","Casino, NS","AU","",86.0,-28.8813,153.061
"CSK","CAP SKIRING","SN","SENEGAL",52.0,12.3953,-16.748
"CSM","Sherman, OK","US","Clinton",1922.0,35.3398,-99.2005
"CSN","Carson City, NV","US","Carson City",4697.0,39.1922,-119.734
"CSO","Schneidlingen","DE","Cochstedt",594.0,51.8564,11.4203
"CSQ","Municipal, IA","US","Creston",1300.0,41.0214,-94.3633
"CSR","Casuarito","CO","Casuarito",245.0,5.83333,-68.1333
"CSS","Cassilandia, MS","BR","Cassilândia",1568.0,-19.1469,-51.6769
"CST","Castaway Island","FJ","Castaway Island",0.0,-17.7358,177.129
"CSU","Santa Cruz do Sul, RS","BR","Santa Cruz Do Sul",646.0,-29.6841,-52.4122
"CSV","Memorial, TN","US","Crossville",1881.0,35.9513,-85.085
"CSX","Huanghua","CN","Changsha",217.0,28.1892,113.22
"CSY","Cheboksary","RU","Cheboksary",558.0,56.0903,47.3473
"CTA","Catania","IT","Catania",39.0,37.4668,15.0664
"CTB","Municipal, MT","US","Cut Bank",3854.0,48.6087,-112.378
"CTC","Catamarca, CA","AR","Catamarca",1522.0,-28.5956,-65.7517
"CTD","Chitre","PA","Chitré",33.0,7.98784,-80.4098
"CTE","Carti","PA","Carti",785.0,9.31347,-79.1016
"CTF","Coatepeque","GT","Coatepeque",1486.0,14.6942,-91.8825
"CTG","Cartagena","CO","Cartagena",4.0,10.4424,-75.513
"CTH","Chester County (Carlso","US","Coatesville",660.0,39.979,-75.8655
"CTK","Canton, SD","US","Canton",1290.0,43.3089,-96.571
"CTL","Charleville, QL","AU","Charleville",1003.0,-26.4133,146.262
"CTM","Int'l","MX","Chetumal",39.0,18.5047,-88.3268
"CTN","Cooktown, QL","AU","",26.0,-15.4436,145.183
"CTO","Peconic River, NY","US","Calverton",75.0,40.9151,-72.7919
"CTP","Carutapera, MA","BR","Carutapera",85.0,-1.22537,-46.0191
"CTQ","Do Palmar, RS","BR","Santa Vitoria",82.0,-33.5022,-53.3442
"CTS","Sapporo","JP","Sapporo",82.0,42.7752,141.692
"CTT","Le Castellet","FR","Le Castellet",1391.0,43.2525,5.78519
"CTU","Chengdu","CN","Chengdu",1625.0,30.5583,103.946
"CTX","Cortland, NY","US","Cortland",1198.0,42.5926,-76.2149
"CTY","Cross City, FL","US","Cross City",42.0,29.6355,-83.1048
"CTZ","Sampson County, NC","US","Clinton",148.0,34.9756,-78.3646
"CUA","Ciudad Constitucion","MX","Comondú",213.0,25.0538,-111.615
"CUB","Owens Field, SC","US","Columbia",193.0,33.9705,-80.9952
"CUC","Camilo Dazo, ST","CO","Cucuta",1096.0,7.92757,-72.5115
"CUD","Caloundra, QL","AU","Caloundra",12.0,-26.8034,153.105
"CUE","CUENCA","EC","Cuenca",8306.0,-2.88947,-78.9844
"CUF","Levaldigi","IT","Levaldigi",1267.0,44.547,7.62322
"CUG","Cudal, NS","AU","",491.0,-33.278,148.769
"CUH","Municipal, OK","US","Cushing",916.0,35.9505,-96.7724
"CUI","Currillo","CO","Currillo",495.0,4.66667,-72.0
"CUJ","Culion","PH","Culion",155.0,11.8553,119.938
"CUK","Caye Caulker","BZ","Caye Caulker",2.0,17.735,-88.0329
"CUL","Federal de Bachigualato","MX","Culiacan",108.0,24.765,-107.475
"CUM","Antonio Jose de Sucre, SU","VE","Cumana",14.0,10.4503,-64.1305
"CUN","Cancun","MX","Cancun",22.0,21.0365,-86.8771
"CUO","Caruru, VA","CO","Carurú",820.0,1.01382,-71.2973
"CUP","Jefe Jose Francisco Bermu","VE","Carupano",33.0,10.66,-63.2617
"CUQ","Coen, QL","AU","Coen",532.0,-13.7611,143.113
"CUR","Curacao","CW","Curacao",29.0,12.1889,-68.9598
"CUT","Cutral, NE","AR","Cutral-Co",2132.0,-38.9397,-69.2646
"CUU","Chihuahua","MX","Chihuahua",4462.0,28.7029,-105.965
"CUV","Casigua","VE","Casigua El Cubo",99.0,8.75814,-72.5363
"CUY","Cue, WA","AU","",442.0,-27.4508,117.918
"CUZ","Cuzco","PE","Cuzco",10860.0,-13.5357,-71.9388
"CVB","Chungribu","PG","Chungribu",130.0,-4.80662,144.715
"CVC","Cleve, SA","AU","",589.0,-33.7097,136.505
"CVE","Covenas, SU","CO","Coveñas",31.0,9.40092,-75.6913
"CVF","Courchevel","FR","Saint-Bon",6583.0,45.3975,6.63498
"CVG","Cincinnati","US","Cincinnati",896.0,39.0488,-84.6678
"CVH","Caviahue, NE","AR","Lafontaine",5435.0,-37.8514,-71.0092
"CVI","Caleta Olivia, SC","AR","Caleta Olivia",37.0,-46.3743,-67.5941
"CVJ","Cuernavaca","MX","Temixco",4277.0,18.8348,-99.2613
"CVL","Cape Vogel","PG","",20.0,-9.67,150.02
"CVM","Ciudad Victoria","MX","Ciudad Victoria",761.0,23.7033,-98.9565
"CVN","Municipal, NM","US","Clovis",4216.0,34.4251,-103.079
"CVO","Municipal, OR","US","Corvallis-Albany",250.0,44.4972,-123.29
"CVQ","Carnarvon, WA","AU","Carnarvon",13.0,-24.8801,113.671
"CVS","Cannon AFB, NM","US","Clovis",4295.0,34.3828,-103.322
"CVT","Coventry","GB","Coventry",267.0,52.3697,-1.47972
"CWA","Wausau","US","Wausau",1277.0,44.7776,-89.6668
"CWB","Curitiba","BR","Curitiba",2988.0,-25.5285,-49.1758
"CWC","Chernovtsy","UA","Chernovtsy",826.0,48.2593,25.9808
"CWI","Clinton, IA","US","Clinton",708.0,41.8311,-90.3291
"CWL","Cardiff","GB","Cardiff",220.0,51.3967,-3.34333
"CWP","Campbellpore","PK","Campbellpore",1175.0,33.7667,72.3669
"CWR","Cowarie, SA","AU","",52.0,-27.7117,138.328
"CWS","Center Island, WA","US","Center Island",115.0,48.4901,-122.832
"CWT","Cowra, NS","AU","",966.0,-33.8469,148.648
"CWW","Corowa, NS","AU","",469.0,-35.9947,146.357
"CXA","Caicara de Orinoco, BO","VE","",141.0,7.62551,-66.1628
"CXB","Cox's Bazar","BD","Cox's Bazar",12.0,21.4522,91.9639
"CXC","Chitina, AK","US","Chitina",556.0,61.5829,-144.427
"CXF","Coldfoot, AK","US","Coldfoot",1042.0,67.2522,-150.204
"CXI","Christmas Island","KI","Kiritimati",5.0,1.98628,-157.35
"CXJ","Campo dos Bugres, RS","BR","Caxias do Sul",2472.0,-29.1972,-51.1876
"CXL","Int'l, CA","US","Calexico",4.0,32.6695,-115.513
"CXN","Candala","SO","Qandala",30.0,11.4956,49.9098
"CXO","Montgomery County, TX","US","Conroe",245.0,30.3518,-95.4145
"CXP","Tunggul Wulung","ID","Cilacap",69.0,-7.64506,109.034
"CXQ","Christmas Creek, WA","AU","Wangkat Jungka",540.0,-18.8728,125.934
"CXT","Charters Towers, QL","AU","",955.0,-20.0431,146.273
"CXY","Cat Cay","BS","North Cat Cay",14.0,25.5544,-79.2754
"CYA","Les Cayes","HT","Les Cayes",203.0,18.2711,-73.7883
"CYB","Gerrard Smith","KY","Cayman Brac",8.0,19.687,-79.8828
"CYC","Caye Chapel","BZ","Caye Chapel",3.0,17.6838,-88.045
"CYF","SPB, AK","US","Chefornak",49.0,60.1367,-164.279
"CYG","Corryong, VI","AU","",963.0,-36.1828,147.888
"CYI","Chiayi","TW","Chiayi City",85.0,23.4618,120.393
"CYL","Coyoles","HN","Coyoles",492.0,15.4456,-86.6753
"CYM","SPB, AK","US","Chatham",0.0,57.5149,-134.946
"CYO","Cayo Largo del Sur","CU","Cayo Largo del Sur",10.0,21.6165,-81.546
"CYP","Calbayog, SA","PH","Calbayog City",12.0,12.0727,124.545
"CYR","Laguna de los Patos Int'l","UY","Colonia",66.0,-34.4564,-57.7706
"CYT","Yakataga, AK","US","Yakataga",12.0,60.081,-142.495
"CYX","Chersky","RU","Cherskiy",20.0,68.7406,161.338
"CYZ","Cauayan, IA","PH","Cauayan City",200.0,16.9299,121.753
"CZA","Chichen Itza","MX","Chichen Itza",102.0,20.6413,-88.4462
"CZB","Carlos Ruhl, RS","BR","Cruz Alta",1542.0,-28.6579,-53.6101
"CZC","Copper Centre, AK","US","Copper Center",1150.0,61.9437,-145.299
"CZE","CORO","VE","Coro",52.0,11.4149,-69.6809
"CZF","LRRS, AK","US","Cape Romanzof",464.0,61.7803,-166.039
"CZH","Corozal","BZ","Corozal",40.0,18.3822,-88.4119
"CZJ","Corazon de Jezus","PA","Corazón de Jesús and Narganá Islands",8.0,9.44686,-78.5757
"CZK","Stevens, OR","US","Cascade Locks",151.0,45.6766,-121.879
"CZL","CONSTANTINE","DZ","Constantine",2265.0,36.276,6.62039
"CZM","COZUMEL","MX","Cozumel",15.0,20.5224,-86.9256
"CZN","Chisana Field, AK","US","Chisana",3318.0,62.0712,-142.048
"CZO","Chistochina, AK","US","Chistochina",1850.0,62.5635,-144.669
"CZP","Cape Pole, AK","US","Cape Pole",0.0,55.9663,-133.797
"CZS","Campo Internaciona","BR","Cruzeiro do Sul",637.0,-7.59991,-72.7695
"CZT","Carrizo Springs, TX","US","Carrizo Springs",599.0,28.5222,-99.8236
"CZU","Las Brujas, SU","CO","Corozal",528.0,9.33274,-75.2856
"CZW","Rudniki","PL","Czestochowa",860.0,50.885,19.2047
"CZY","Cluny, QL","AU","",90.0,-24.5167,139.617
"DAA","Davison AAF, VA","US","Fort Belvoir",73.0,38.715,-77.181
"DAB","Daytona Beach","US","Daytona Beach",34.0,29.1799,-81.0581
"DAC","Dhaka","BD","Dhaka",30.0,23.8433,90.3978
"DAD","DANANG","VN","Danang",33.0,16.0439,108.199
"DAF","Daup","PG","",280.0,-4.7403,145.952
"DAG","Daggett, CA","US","Barstow",1930.0,34.8537,-116.787
"DAH","Dathina","YE","Dathina",-2.0,13.8669,46.1335
"DAK","Dakhla","EG","Dakhla Oasis",551.0,25.4209,29.001
"DAL","Dallas","US","Dallas",487.0,32.8471,-96.8518
"DAM","Damascus","SY","Damascus",2020.0,33.4115,36.5156
"DAN","Regional, VA","US","Danville",571.0,36.5729,-79.3361
"DAP","Darchula","NP","Darchula",2132.0,29.6692,80.5484
"DAR","Dar Es Salaam","TZ","Dar Es Salaam",182.0,-6.87811,39.2026
"DAS","Great Bear Lake, NT","CA","Great Bear Lake",562.0,66.7031,-119.707
"DAT","Datong","CN","Datong",3442.0,40.0616,113.48
"DAU","Daru","PG","Daru",20.0,-9.08676,143.208
"DAV","Enrique Malek","PA","David",89.0,8.391,-82.435
"DAY","Dayton","US","Dayton",1009.0,39.9024,-84.2194
"DAZ","Darwaz","AF","Darwaz",5250.0,38.4617,70.8816
"DBA","Dalbandin","PK","Dalbandin",2800.0,28.8783,64.3998
"DBB","Al Alamain Int Airp","EG","Al Alamain",154.0,30.9303,28.4631
"DBD","Dhanbad","IN","",847.0,23.834,86.4253
"DBM","Debre Marcos","ET","Debra Marcos",8136.0,10.35,37.717
"DBN","Municipal, GA","US","Dublin",309.0,32.5644,-82.9853
"DBO","Dubbo, NS","AU","Dubbo",935.0,-32.2167,148.575
"DBP","Debepare","PG","Debepare",360.0,-6.30861,141.906
"DBQ","Dubuque","US","Dubuque",1077.0,42.402,-90.7095
"DBS","Dubois, ID","US","Dubois",5123.0,44.1621,-112.221
"DBT","Debre Tabor","ET","Debre Tabor",8490.0,11.967,38.0
"DBV","Dubrovnik","HR","Dubrovnik",527.0,42.5614,18.2682
"DBY","Dalby, QL","AU","",1137.0,-27.1553,151.267
"DCA","Washington","US","Washington",15.0,38.8521,-77.0377
"DCF","Canefield","DM","Canefield",13.0,15.3367,-61.3921
"DCI","Decimomannu","IT","Decimomannu",100.0,39.3542,8.97248
"DCK","Dahl Creek, AK","US","Dahl Creek",260.0,66.9433,-156.905
"DCM","Mazamet","FR","Castres",788.0,43.5563,2.28918
"DCT","Duncan Town, Ragged Island","BS","",6.0,22.1818,-75.7295
"DCU","Pryor, AL","US","Decatur",592.0,34.6527,-86.9454
"DDC","Regional, KS","US","Dodge City",2594.0,37.7634,-99.9656
"DDG","Dandong","CN","Zhenxing, Dandong",30.0,40.0247,124.286
"DDM","Dodoima","PG","",75.0,-8.17736,147.809
"DDN","Delta Downs, QL","AU","",15.0,-16.9917,141.317
"DDU","Dadu","PK","Dadu",128.0,26.7408,67.6666
"DEA","Dera Ghazi Khan","PK","Dera Ghazi Khan",492.0,29.961,70.4859
"DEB","Debrecen","HU","Debrecen",359.0,47.4889,21.6153
"DEC","Decatur","US","Decatur",682.0,39.8346,-88.8657
"DED","Dehradun","IN","Dehradun (Jauligrant)",1831.0,30.1892,78.1767
"DEH","Municipal, IA","US","Decorah",1158.0,43.2755,-91.7394
"DEI","Denis Island","SC","Denis Island",10.0,-3.80222,55.6669
"DEL","New Delhi","IN","Delhi",777.0,28.5556,77.0952
"DEM","Dembidollo","ET","Dembidollo",5200.0,8.554,34.858
"DEN","Denver","US","Denver",5431.0,39.8617,-104.673
"DEP","Deparijo","IN","Daporijo",750.0,27.9855,94.2228
"DER","Derim","PG","Derim",4850.0,-6.14472,147.107
"DES","Desroches","SC","Desroches Island",10.0,-5.6967,53.6558
"DET","Detroit","US","Detroit",626.0,42.4092,-83.0099
"DEZ","Al Jafrah","SY","Deir Zzor",700.0,35.2854,40.176
"DFI","Memorial, OH","US","Defiance",707.0,41.3375,-84.4288
"DFW","Dallas Fort Worth","US","Dallas/Fort Worth",607.0,32.8968,-97.038
