"iata","name","country_iso","city","elevation_ft","latitude_deg","longitude_deg"
"LKY","Lake Manyara","TZ","Lake Manyara National Park",4150.0,-3.37631,35.8183
"LKZ","Lakenheath","GB","Lakenheath",32.0,52.4093,0.561
"LLA","Lulea","SE","Lulea",65.0,65.5438,22.122
"LLE","Malelane","ZA","Malelane",1024.0,-25.43,31.5767
"LLG","Chillagoe, QL","AU","",1110.0,-17.1428,144.529
"LLH","Las Limas","HN","La Lima",96.0,15.4428,-87.8986
"LLI","Lalibella","ET","Lalibela",6506.0,11.975,38.98
"LLL","Lissadell, WA","AU","Lissadell Station",374.0,-16.661,128.594
"LLM","Long Lama","MY","Long Lama",286.0,3.76667,114.467
"LLN","Kelila","ID","Kelila",9092.0,-3.72897,138.71
"LLS","Las Lomitas, FO","AR","Las Lomitas",426.0,-24.7214,-60.5488
"LLW","Lilongwe","MW","Lilongwe",4035.0,-13.7894,33.781
"LLX","Caledonia County, VT","US","Lyndonville",1188.0,44.5691,-72.018
"LLY","Burlington County, NJ","US","Mount Holly",53.0,39.9429,-74.8457
"LMA","Lake Minchumina, AK","US","Minchumina",678.0,63.886,-152.302
"LMB","Salima","MW","Salima",1688.0,-13.7559,34.5842
"LMC","Lamacarena","CO","La Macarena",790.0,2.17565,-73.7867
"LMD","Los Menucos, RN","AR","Los Menucos",2571.0,-40.8177,-68.0747
"LME","Le Mans","FR","Le Mans",194.0,47.9486,0.201667
"LMI","Lumi","PG","Lumi",1750.0,-3.47684,142.041
"LMM","Los Mochis","MX","Los Mochis",16.0,25.6854,-109.081
"LMN","Limbang","MY","Limbang",14.0,4.8083,115.01
"LMO","Lossiemouth","GB","Lossiemouth",42.0,57.7052,-3.33917
"LMP","Lampedusa","IT","Lampedusa",70.0,35.4979,12.6181
"LMQ","MARSA BREGA","LY","Marsa Brega",50.0,30.3781,19.5764
"LMR","Lime Acres","ZA","Lime Acres",4900.0,-28.3601,23.4391
"LMS","Winston County, MS","US","Louisville",575.0,33.1462,-89.0625
"LMT","Klamath Falls","US","Klamath Falls",4095.0,42.1561,-121.733
"LMY","Lake Murray","PG","Lake Murray",52.0,-7.00992,141.494
"LMZ","Palma","MZ","Palma",177.0,-10.7506,40.4702
"LNA","Lantana County Par","US","West Palm Beach",14.0,26.593,-80.0851
"LNB","Lamen-Bay","VU","Lamen Bay",7.0,-16.5842,168.159
"LNC","Lengbati","PG","",5750.0,-6.38461,147.369
"LND","Hunt Field, WY","US","Lander",5586.0,42.8152,-108.73
"LNE","Lonorore","VU","Lonorore",43.0,-15.8656,168.172
"LNF","Munbil","PG","",3126.0,-4.85594,141.22
"LNG","Lese","PG","Lese",40.0,-8.2799,146.277
"LNH","Lake Nash, NT","AU","Alpurrurulam",640.0,-20.9807,137.918
"LNI","Dew Station, AK","US","Lonely",17.0,70.9111,-153.238
"LNK","Lincoln","US","Lincoln",1219.0,40.851,-96.7592
"LNM","Langimar","PG","",5127.0,-7.22314,146.227
"LNN","Lost Nation, OH","US","Willoughby",626.0,41.684,-81.3897
"LNO","Leonora, WA","AU","Leonora",1217.0,-28.8781,121.315
"LNP","Lonesome Pine, VA","US","Wise",2684.0,36.9875,-82.53
"LNR","Tri County, WI","US","Lone Rock",717.0,43.2099,-90.1813
"LNS","Lancaster","US","Lancaster",403.0,40.1217,-76.2961
"LNV","Lihir Island","PG","Londolovit",167.0,-3.04361,152.629
"LNX","Smolensk","RU","Smolensk",820.0,54.824,32.025
"LNY","Lanai City, Lanai Island, HI","US","Lanai City",1308.0,20.7857,-156.951
"LNZ","Linz","AT","Linz",980.0,48.2332,14.1875
"LOA","Lorraine, QL","AU","",61.0,-18.9933,139.907
"LOB","San Raphael","CL","Los Andes",2461.0,-32.8142,-70.6467
"LOC","Lock, SA","AU","Lock",350.0,-33.5442,135.693
"LOD","Longana","VU","Longana",167.0,-15.3067,167.967
"LOE","Loei","TH","",860.0,17.4391,101.722
"LOH","Loja","EC","La Toma (Catamayo)",4056.0,-3.99589,-79.3719
"LOI","Helmuth Baungartem, SC","BR","Lontras",1095.0,-27.16,-49.5425
"LOK","Lodwar","KE","Lodwar",1715.0,3.12197,35.6087
"LOL","Derby Field, NV","US","Lovelock",3904.0,40.0664,-118.565
"LOM","Francisco PVyR","MX","Lagos de Moreno",6227.0,21.259,-101.944
"LOO","L'Mekrareg","DZ","Laghouat",2510.0,33.7644,2.92834
"LOQ","Lobatse","BW","Lobatse",3823.0,-25.1981,25.7139
"LOR","Lowe Army Heliport, AI","US","Ozark",294.0,31.3558,-85.7512
"LOS","Lagos","NG","Lagos",135.0,6.57737,3.32116
"LOT","Lewis University, IL","US","Lockport",679.0,41.6073,-88.0962
"LOU","","US","Louisville",546.0,38.228,-85.6637
"LOV","Monclova","MX","",1864.0,26.9557,-101.47
"LOW","Louisa, VA","US","Louisa",493.0,38.0098,-77.9701
"LOY","Loyengalani","KE","Loyengalani",1195.0,2.75,36.717
"LOZ","Image Field, KY","US","London-Corbin",1212.0,37.0822,-84.0849
"LPA","Las Palmas de Gran Canaria","ES","Las Palmas",78.0,27.9319,-15.3866
"LPB","La Paz","BO","La Paz",13355.0,-16.5133,-68.1923
"LPC","Lompoc, CA","US","Lompoc",88.0,34.6656,-120.468
"LPD","La Pedrera, AM","CO","La Pedrera",590.0,-1.32861,-69.5797
"LPE","La Primavera","CO","La Primavera",390.0,5.4776,-70.4212
"LPG","La Plata, BA","AR","La Plata",72.0,-34.9722,-57.8947
"LPI","Linkoping","SE","Linkoping",172.0,58.4062,15.6805
"LPJ","Pijiguaos","VE","Guayabal",266.0,6.57805,-66.8169
"LPK","Lipetsk","RU","Lipetsk",584.0,52.7028,39.5378
"LPL","Liverpool","GB","Liverpool",80.0,53.3336,-2.84972
"LPM","Lamap","VU","Lamap",7.0,-16.4611,167.829
"LPN","Leron Plains","PG","Leron Plains",680.0,-6.3917,146.343
"LPO","Municipal, IN","US","Laporte",812.0,41.5725,-86.7345
"LPP","Lappeenranta","FI","Lappeenranta",349.0,61.0446,28.1447
"LPQ","Luang Prabang","LA","Luang Phabang",955.0,19.8973,102.161
"LPS","Lopez Island, WA","US","Lopez",209.0,48.4839,-122.938
"LPT","Lampang","TH","",811.0,18.2709,99.5042
"LPU","Long Apung","ID","Long Apung-Borneo Island",627.0,1.70449,114.97
"LPX","LIEPAJA","LV","Liepaja",16.0,56.5175,21.0969
"LPY","Le Puy","FR","Le Puy",2731.0,45.0807,3.76289
"LQK","Pickens County, SC","US","Pickens",1013.0,34.81,-82.7029
"LQM","Puerto Leguizamo, PU","CO","Puerto Leguízamo",573.0,-0.182278,-74.7708
"LQN","Qala-I-Naw","AF","Qala-i-Naw",2999.0,34.9855,63.1174
"LRA","Larissa","GR","Larissa",241.0,39.6503,22.4655
"LRB","Leribe","LS","Leribe",5350.0,-28.8556,28.0528
"LRD","Laredo","US","Laredo",508.0,27.5438,-99.4616
"LRE","Longreach, QL","AU","Longreach",627.0,-23.4342,144.28
"LRF","Little Rock AFB, AR","US","Jacksonville",311.0,34.9169,-92.1497
"LRG","Loralai","PK","Loralai",4631.0,30.3555,68.6135
"LRH","La Rochelle","FR","La Rochelle",74.0,46.1792,-1.19528
"LRJ","Municipal, IA","US","Lemars",1197.0,42.778,-96.1937
"LRL","Lama-Kara","TG","Niamtougou",1515.0,9.76733,1.09125
"LRM","La romana","DO","La Romana",240.0,18.4507,-68.9118
"LRQ","Laurie River, MN","CA","Laurie River",1200.0,56.2486,-101.304
"LRS","Leros","GR","Leros Island",39.0,37.1849,26.8003
"LRT","Lorient","FR","Lorient",160.0,47.7606,-3.44
"LRU","Int'l, NM","US","Las Cruces",4456.0,32.2894,-106.922
"LRV","Los Roques","VE","Gran Roque Island",17.0,11.9462,-66.6698
"LSA","Losuia","PG","Losuia",27.0,-8.50582,151.081
"LSC","La Florida","CL","La Serena",481.0,-29.9162,-71.1995
"LSE","La Crosse","US","La Crosse",655.0,43.879,-91.2567
"LSF","Lawson AAF","US","Fort Benning",232.0,32.3373,-84.9913
"LSH","Lashio","MM","Lashio",2450.0,22.9779,97.7522
"LSI","Sumburgh","GB","Sumburgh",20.0,59.8789,-1.29556
"LSJ","Long Island","PG","Long Island",116.0,-5.3604,147.018
"LSK","Lusk, WY","US","Lusk",4964.0,42.7538,-104.405
"LSL","Los Chiles","CR","Los Chiles",131.0,11.0353,-84.7061
"LSM","Long Semado","MY","Long Semado",2150.0,4.217,115.6
"LSN","Los Banos, CA","US","Los Banos",121.0,37.0629,-120.869
"LSO","Talmont","FR","Les Sables d'Olonne",105.0,46.4769,-1.72278
"LSP","Las Piedras","VE","Las Piedras",75.0,11.7808,-70.1515
"LSQ","Maria Dolores","CL","Los Angeles",374.0,-37.4017,-72.4254
"LSS","Terre de Haut","GP","Les Saintes",46.0,15.8644,-61.5806
"LST","Launceston","AU","Launceston",562.0,-41.5453,147.214
"LSU","Long Sukang","MY","Long Sukang",1200.0,4.55222,115.494
"LSV","Nellis AFB, NV","US","Las Vegas",1870.0,36.2362,-115.034
"LSW","Lhoksumawe","ID","Lhok Seumawe-Sumatra Island",90.0,5.22668,96.9503
"LSX","Lhok Sukon","ID","Lhok Sukon-Sumatra Island",28.0,5.06951,97.2592
"LSY","Lismore, NS","AU","Lismore",35.0,-28.8307,153.258
"LSZ","Losinj","HR","Mali Losinj",151.0,44.5658,14.3931
"LTA","Tzaneen","ZA","Tzaneen",1914.0,-23.8244,30.3293
"LTC","Lai","TD","Lai",1171.0,9.3979,16.3125
"LTD","Ghadames","LY","Ghadames",1122.0,30.1517,9.71531
"LTF","Leitre","PG","Leitre",32.0,-2.8337,141.626
"LTG","Langtang","NP","Langtang",12000.0,28.2,85.583
"LTI","Altai","MN","Altai",7260.0,46.3764,96.2211
"LTK","LATAKIA","SY","Latakia",157.0,35.4011,35.9487
"LTL","Lastourville","GA","Lastourville",1585.0,-0.826667,12.7486
"LTM","Lethem","GY","Lethem",351.0,3.37276,-59.7894
"LTN","London Luton","GB","London",526.0,51.8747,-0.368333
"LTO","Int'l","MX","Loreto",34.0,25.9892,-111.348
"LTQ","Le Tourquet","FR","Le Tourquet",36.0,50.5174,1.62059
"LTR","Letterkenny","IE","Letterkenny",20.0,54.9513,-7.67283
"LTS","Altus","US","Altus",1382.0,34.6671,-99.2667
"LTT","La Mole","FR","Saint Tropez",59.0,43.2054,6.482
"LTW","Saint Mary's County, M","US","Leonardtown",142.0,38.3154,-76.5501
"LTX","Latacunga","EC","Latacunga",9205.0,-0.906833,-78.6158
"LUA","Lukla","NP","Lukla",9380.0,27.6869,86.7297
"LUB","Lumid Pau","GY","Lumid Pau",656.0,2.39393,-59.441
"LUC","Laucala Island","FJ","Laucala Island",10.0,-16.7481,-179.667
"LUD","Luderitz","NA","Luderitz",457.0,-26.6874,15.2429
"LUF","Luke AFB, AZ","US","Glendale",1085.0,33.535,-112.383
"LUG","Lugano","CH","Lugano",915.0,46.0043,8.91058
"LUH","Ludhiana","IN","",834.0,30.8547,75.9526
"LUI","La Union","HN","La Unión",2625.0,15.0332,-86.6923
"LUJ","Lusikisiki","ZA","Lusikisiki",1831.0,-31.3667,29.5833
"LUK","Cincinnati","US","Cincinnati",483.0,39.1033,-84.4186
"LUL","Hesler-Noble Field, MS","US","Laurel",238.0,31.6726,-89.1722
"LUN","Lusaka","ZM","Lusaka",3779.0,-15.3308,28.4527
"LUO","Luena","AO","Luena",4360.0,-11.7681,19.8977
"LUP","Kalaupapa, HI","US","Kalaupapa",24.0,21.211,-156.974
"LUQ","San Luis, SL","AR","San Luis",2328.0,-33.2732,-66.3564
"LUR","LRRS, AK","US","Cape Lisburne",16.0,68.8751,-166.11
"LUS","Lusanga","CD","Lusanga",1365.0,-4.8,18.717
"LUT","Laura Station","AU","Laura Station, QL",148.0,-15.1828,144.346
"LUU","Laura, QL","AU","",627.0,-15.5605,144.451
"LUV","Dumatubun","ID","Langgur",78.0,-5.76028,132.759
"LUW","Bubung","ID","Luwuk",56.0,-1.03589,122.774
"LUX","Luxembourg","LU","Luxembourg",1234.0,49.6233,6.20444
"LUY","Lushoto","TZ","Lushoto",5360.0,-4.78326,38.3042
"LUZ","Lublin","PL","Lublin",633.0,51.2403,22.7136
"LVA","Laval","FR","Laval",330.0,48.0314,-0.742986
"LVD","Lime Village, AK","US","Lime Village",552.0,61.3591,-155.44
"LVI","Livingstone","ZM","Livingstone",3302.0,-17.8218,25.8227
"LVK","Livermore, CA","US","Livermore",400.0,37.6934,-121.82
"LVL","Lawrenceville, VA","US","Lawrenceville",329.0,36.7742,-77.7938
"LVM","Mission Field, MT","US","Livingston",4660.0,45.6994,-110.448
"LVO","Laverton, WA","AU","Laverton",1530.0,-28.6143,122.429
"LVP","Lavan Island","IR","Lavan Airport",76.0,26.8107,53.3543
"LVS","Las Vegas, NM","US","Las Vegas",6877.0,35.6542,-105.142
"LWA","Lwbak","PH","Lebak",16.0,6.6739,124.058
"LWB","Greenbrier Valley, WV","US","Lewisburg",2302.0,37.8583,-80.3995
"LWC","Lawrence, KS","US","Lawrence",833.0,39.0112,-95.2166
"LWE","Lewoleba","ID","Nubatukan",25.0,-8.36119,123.439
"LWH","Lawn Hill","AU","",122.0,-18.5683,138.635
"LWI","Lowai","PG","Lowai",2900.0,-6.3344,146.646
"LWK","Shetland Islands","GB","Shetland Islands",43.0,60.1922,-1.24361
"LWL","Harriet Field, NV","US","Wells",5772.0,41.1171,-114.922
"LWM","Municipal, MA","US","Lawrence",148.0,42.7172,-71.1234
"LWN","Gyoumri","AM","Gyoumri",5000.0,40.7504,43.8593
"LWO","Lviv","UA","Lviv",1071.0,49.8125,23.9561
"LWR","Leeuwarden","NL","Leeuwarden",3.0,53.2286,5.76056
"LWS","Lewiston","US","Lewiston",1442.0,46.3745,-117.015
"LWT","Municipal, MT","US","Lewistown",4170.0,47.0493,-109.467
"LWV","Municipal, IL","US","Lawrenceville",430.0,38.7643,-87.6055
"LWY","Lawas","MY","Lawas",5.0,4.84917,115.408
"LXA","Lhasa","CN","Shannan (Gonggar)",11713.0,29.298,90.9119
"LXG","Luang Namtha","LA","Luang Namtha",1968.0,20.967,101.4
"LXN","Lexington, NE","US","Lexington",2413.0,40.791,-99.7773
"LXR","Luxor","EG","Luxor",276.0,25.6746,32.7
"LXS","Lemnos","GR","Lemnos",14.0,39.9171,25.2363
"LXU","Lukulu","ZM","Lukulu",3480.0,-14.3759,23.2486
"LXV","Lake County, CO","US","Leadville",9927.0,39.2203,-106.317
"LYA","Luoyang","CN","Luoyang (Laocheng)",840.0,34.7411,112.388
"LYB","Boddenfield","KY","Little Cayman",3.0,19.6602,-80.0888
"LYC","Lycksele","SE","Lycksele",705.0,64.5483,18.7162
"LYH","Lynchburg","US","Lynchburg",938.0,37.3267,-79.2004
"LYK","Lunyuk","ID","Lunyuk-Simbawa Island",44.0,-8.9889,117.216
"LYN","Lyon","FR","Lyon",659.0,45.7272,4.94427
"LYO","Rice County Municipal, KS","US","Lyons",1691.0,38.3428,-98.2269
"LYP","Faisalabad","PK","Faisalabad",591.0,31.365,72.9948
"LYR","Longyearbyen","NO","Longyearbyen",88.0,78.2461,15.4656
"LYS","Lyon","FR","Lyon",821.0,45.7256,5.08111
"LYT","Lady Elliot Island, QL","AU","Lady Elliot Island",20.0,-24.1129,152.716
"LYU","Municipal, MN","US","Ely",1456.0,47.8245,-91.8307
"LYX","Lydd","GB","Lydd",13.0,50.9561,0.939167
"LZA","Luisa","CD","Luiza",2890.0,-7.183,22.4
"LZC","Lazaro Cardenas","MX","Lázaro Cárdenas",39.0,18.0017,-102.221
"LZH","Liuzhou","CN","Liuzhou (Liujiang)",295.0,24.2075,109.391
"LZI","Luozi","CD","Luozi",722.0,-4.94388,14.1233
"LZM","Luzamba","AO","Luzamba",2904.0,-9.11596,18.0493
"LZR","Lizard Island, QL","AU","",70.0,-14.6733,145.455
"LZU","Gwinnett County","US","Lawrenceville",1061.0,33.9781,-83.9624
"MAA","Chennai","IN","Chennai",52.0,12.99,80.1693
"MAB","Maraba, PA","BR","Marabá",357.0,-5.36859,-49.138
"MAC","Macon","US","Macon",437.0,32.8221,-83.562
"MAD","Madrid","ES","Madrid",1998.0,40.4719,-3.56264
"MAE","Madera, CA","US","Madera",255.0,36.9886,-120.112
"MAF","Midland","US","Midland",2871.0,31.9425,-102.202
"MAG","Madang","PG","Madang",20.0,-5.20708,145.789
"MAH","Mahon","ES","Menorca",302.0,39.8626,4.21865
"MAI","Mangochi","MW","Mangochi",1580.0,-14.483,35.267
"MAJ","Majuro","MH","Majuro",6.0,7.06476,171.272
"MAK","Malakal","SS","Malakal",1291.0,9.55897,31.6522
"MAL","Mangole","ID","Mangole Island",10.0,-1.78226,125.482
"MAM","Int'l","MX","Matamoros",25.0,25.7699,-97.5253
"MAN","Manchester","GB","Manchester",257.0,53.3494,-2.27952
"MAO","Manaus","BR","Manaus",264.0,-3.03861,-60.0497
"MAP","Mamai","PG","Mamai",90.0,-10.2908,149.519
"MAQ","Mae Sot","TH","",690.0,16.6999,98.5451
"MAR","Maracaibo","VE","Maracaibo",239.0,10.5582,-71.7279
"MAS","Momote","PG","Manus Island",12.0,-2.06189,147.424
"MAT","Tshimpi","CD","Matadi",1115.0,-5.79961,13.4404
"MAU","Maupiti, SO","PF","",15.0,-16.4265,-152.244
"MAV","Maloelap","MH","Maloelap Island",4.0,8.70444,171.23
"MAW","Malden, MO","US","Malden",294.0,36.6006,-89.9922
"MAX","Ouro Sogui","SN","Matam",85.0,15.5936,-13.3228
"MAY","Mangrove Cay","BS","Mangrove Cay",19.0,24.2877,-77.6846
"MAZ","Engenio Maria de Hostos","PR","Mayaguez",28.0,18.2557,-67.1485
"MBA","Mombasa","KE","Mombasa",200.0,-4.03483,39.5942
"MBB","Marble Bar, WA","AU","",194.0,-21.1633,119.833
"MBC","Mbigou","GA","M'Bigou",2346.0,-1.883,11.933
"MBD","Int'l (Bophuthatswana)","ZA","Mmabatho",4181.0,-25.7984,25.548
"MBE","Monbetsu","JP","Monbetsu",80.0,44.3039,143.404
"MBG","Mobridge, SD","US","Mobridge",1716.0,45.5465,-100.408
"MBH","Maryborough, QL","AU","Maryborough",38.0,-25.5135,152.714
"MBI","Mbeya","TZ","Mbeya",4412.0,-8.91994,33.274
"MBJ","Montego Bay","JM","Montego Bay",4.0,18.5037,-77.9134
"MBK","Matupa, MT","BR","Matupá",886.0,-10.1703,-54.9528
"MBL","Ludington, MI","US","Manistee",621.0,44.2727,-86.2519
"MBM","Mkambati","ZA","Mkambati",560.0,-31.2849,29.9884
"MBO","Mamburao, MC","PH","Mamburao",13.0,13.208,120.605
"MBP","Moyobamba","PE","Moyobamba",2749.0,-6.01889,-76.9883
"MBQ","Mbarara","UG","Mbarara",4600.0,-0.555278,30.5994
"MBS","Saginaw","US","Saginaw",668.0,43.5329,-84.0796
"MBT","Masbate, MS","PH","Masbate",49.0,12.3697,123.63
"MBV","Masa","PG","Masa",5900.0,-6.345,147.591
"MBW","Moorabbin, VI","AU","Melbourne",50.0,-37.9758,145.102
"MBX","Maribor","SI","Maribor",876.0,46.4799,15.6861
"MBY","Moberly, MO","US","Moberly",867.0,39.4644,-92.4284
"MBZ","Maues, AM","BR","Maués",69.0,-3.37217,-57.7248
"MCA","Macenta","GN","Macenta",1690.0,8.48146,-9.52605
"MCB","Pike County-John E. Lewis F","US","McComb",413.0,31.1785,-90.4719
"MCC","McClellan AFB, CA","US","Sacramento",77.0,38.6676,-121.401
"MCD","Mackinac Island, MI","US","Mackinac Island",739.0,45.8649,-84.6373
"MCE","Municipal, CA","US","Merced",155.0,37.2847,-120.514
"MCF","MacDill AFB, FL","US","Tampa",14.0,27.8493,-82.5212
"MCG","McGrath, AK","US","McGrath",341.0,62.9529,-155.606
"MCI","Kansas City","US","Kansas City",1026.0,39.2976,-94.7139
"MCJ","Maicao, LG","CO","La Mina-Maicao",281.0,11.2325,-72.4901
"MCK","Mc. cook","US","Mc. cook",2583.0,40.2063,-100.592
"MCL","Mount McKinley, AK","US","Denali Park",1720.0,63.7325,-148.911
"MCM","Monte Carlo","MC","Monte Carlo",20.0,43.7258,7.41967
"MCN","Middle Georgia Regional, GA","US","Macon",354.0,32.6928,-83.6492
"MCO","Orlando","US","Orlando",96.0,28.4294,-81.309
"MCP","Int'l, AP","BR","Macapa",56.0,0.050664,-51.0722
"MCS","Monte Caseros, CR","AR","Monte Caseros",170.0,-30.2719,-57.6402
"MCT","Muscat","OM","Muscat",48.0,23.5933,58.2844
"MCU","Gueret","FR","Montlucon",1497.0,46.2226,2.36396
"MCV","McArthur River, NT","AU","McArthur River Mine",131.0,-16.4425,136.084
"MCW","Mason City","US","Mason City",1213.0,43.1578,-93.3313
"MCX","Uytash","RU","Makhachkala",12.0,42.8168,47.6523
"MCY","Sunshine Coast, QL","AU","Maroochydore",15.0,-26.5933,153.083
"MCZ","Maceio","BR","Maceio",387.0,-9.51081,-35.7917
"MDA","Martindale, TX","US","San Antonio",674.0,29.4313,-98.3778
"MDB","Melinda","BZ","Melinda",101.0,17.0043,-88.3042
"MDC","Sam Ratulangi","ID","Manado",264.0,1.54926,124.926
"MDD","Airpark, TX","US","Midland",2803.0,32.0365,-102.101
"MDE","Medellin","CO","Medellin",6955.0,6.16454,-75.4231
"MDF","Taylor County, WI","US","Medford",1478.0,45.101,-90.3033
"MDG","Mudanjiang","CN","Mudanjiang",883.0,44.5241,129.569
"MDH","Southern Illinois, IL","US","Carbondale",411.0,37.7781,-89.252
"MDI","Makurdi","NG","Makurdi",371.0,7.70388,8.61394
"MDJ","City-County, OR","US","Madras",2437.0,44.6702,-121.155
"MDK","Mbandaka","CD","Mbandaka",1040.0,0.0226,18.2887
"MDL","Mandalay","MM","Mandalay",300.0,21.7022,95.9779
"MDM","Munduku","PG","Munduku",100.0,-4.6204,143.452
"MDN","Jefferson Proving, IN","US","Madison",819.0,38.7589,-85.4655
"MDO","Intermediate, AK","US","Middleton Island",100.0,59.4499,-146.307
"MDP","Mindiptanah","ID","Mindiptana-Papua Island",121.0,-5.87693,140.709
"MDQ","MAR DEL PLAT","AR","Mar Del Plata",72.0,-37.9342,-57.5733
"MDR","Medfra, AK","KE","Musiara",5117.0,-1.29864,35.0639
"MDS","Middle Caicos","TC","Middle Caicos",9.0,21.826,-71.8025
"MDT","Middletown","US","Middletown",310.0,40.1935,-76.7634
"MDU","Mendi","PG","Mendi",5680.0,-6.14774,143.657
"MDV","Medouneu","GQ","Médouneu, Gabon",2100.0,1.0085,10.7552
"MDW","Midway","US","Chicago",620.0,41.786,-87.7524
"MDX","Mercedes, CR","AR","Mercedes",358.0,-29.2214,-58.0878
"MDY","NAF, Henderson Field, Midwa","UM","Midway",13.0,28.2017,-177.381
"MDZ","Mendoza","AR","Mendoza",2310.0,-32.8317,-68.7929
"MEA","Macae, RJ","BR","Macaé",8.0,-22.343,-41.766
"MEB","Essendon, VI","AU","Melbourne",282.0,-37.7281,144.902
"MEC","Manta","EC","Manta",48.0,-0.946078,-80.6788
"MED","Medina","SA","Medina",2151.0,24.5534,39.7051
"MEE","La Roche, Iles Layoute","NC","Mare",141.0,-21.4817,168.038
"MEF","Melfi","TD","Melfi",1293.0,11.0602,17.9445
"MEG","Malange","AO","Malanje",3868.0,-9.52509,16.3124
"MEH","Mehamn","NO","Mehamn",39.0,71.0297,27.8267
"MEI","Meridian","US","Meridian",297.0,32.3326,-88.7519
"MEJ","Meadville, PA","US","Meadville",1399.0,41.6265,-80.2147
"MEK","Bassatine","MA","Meknes",1890.0,33.8791,-5.51512
"MEL","Melbourne","AU","Melbourne",434.0,-37.6733,144.843
"MEM","Memphis","US","Memphis",341.0,35.0424,-89.9767
"MEN","Brenoux","FR","Mende",3362.0,44.5021,3.53282
"MEO","Dare County Regional, NC","US","Manteo",13.0,35.919,-75.6955
"MEP","Mersing","MY","Mersing",10.0,2.38915,103.874
"MEQ","Cut Nyak Dien","ID","Meulaboh",10.0,4.04063,96.2535
"MER","Castle AFB, CA","US","Merced",191.0,37.3805,-120.568
"MES","Medan","ID","Medan",114.0,3.55842,98.6723
"MEU","Monte Dourado, PA","BR","Almeirim",677.0,-0.889839,-52.6022
"MEV","Douglas County, NV","US","Minden",4722.0,39.0003,-119.751
"MEW","Mweka","CD","Mweka",1968.0,-4.85,21.55
"MEX","Mexico City","MX","Mexico City",7316.0,19.4363,-99.0721
